id,source_file,target_table,portal_id,content_type,status_to_insert,title_ar,title_en,category,sort_order,already_imported,included_in_this_import,exclusion_reason
language-prompt-prompt-6,content-source/_normalized/language/prompts/language-prompt-prompt-6.json,language_prompts,language,prompt,draft,شرح المصطلحات,Prompt 6,تعلم اللغات,180,False,True,
language-prompt-prompt-7,content-source/_normalized/language/prompts/language-prompt-prompt-7.json,language_prompts,language,prompt,draft,ممارسة الكتابة الأكاديمية,Prompt 7,تعلم اللغات,190,False,True,
language-prompt-prompt-8,content-source/_normalized/language/prompts/language-prompt-prompt-8.json,language_prompts,language,prompt,draft,تحسين النطق,Prompt 8,تعلم اللغات,200,False,True,
language-prompt-prompt-9,content-source/_normalized/language/prompts/language-prompt-prompt-9.json,language_prompts,language,prompt,draft,تعلم الأفعال المركبة,Prompt 9,تعلم اللغات,210,False,True,
language-prompt-pronunciation-guide,content-source/_normalized/language/prompts/language-prompt-pronunciation-guide.json,language_prompts,language,prompt,draft,دليل النطق,,تعلم اللغات,220,False,True,
language-prompt-reading-summary,content-source/_normalized/language/prompts/language-prompt-reading-summary.json,language_prompts,language,prompt,draft,ملخص القراءة,,تعلم اللغات,230,False,True,
language-prompt-roleplay-interview,content-source/_normalized/language/prompts/language-prompt-roleplay-interview.json,language_prompts,language,prompt,draft,محاكاة مقابلة عمل,,تعلم اللغات,240,False,True,
language-prompt-slang-translator,content-source/_normalized/language/prompts/language-prompt-slang-translator.json,language_prompts,language,prompt,draft,مترجم العامية,,تعلم اللغات,250,False,True,
language-prompt-small-talk,content-source/_normalized/language/prompts/language-prompt-small-talk.json,language_prompts,language,prompt,draft,أحاديث عابرة,,تعلم اللغات,260,False,True,
language-prompt-speaking-partner,content-source/_normalized/language/prompts/language-prompt-speaking-partner.json,language_prompts,language,prompt,draft,شريك محادثة,,تعلم اللغات,270,False,True,
language-prompt-story-generator,content-source/_normalized/language/prompts/language-prompt-story-generator.json,language_prompts,language,prompt,draft,مولد القصص,,تعلم اللغات,280,False,True,
language-prompt-translation-corrector,content-source/_normalized/language/prompts/language-prompt-translation-corrector.json,language_prompts,language,prompt,draft,مصحح الترجمة,,تعلم اللغات,290,False,True,
language-prompt-vocabulary-expander,content-source/_normalized/language/prompts/language-prompt-vocabulary-expander.json,language_prompts,language,prompt,draft,موسع المفردات,,تعلم اللغات,300,False,True,
language-resource-anki,content-source/_normalized/language/resources/language-resource-anki.json,language_resources,language,resource,draft,أنكي,,تعلم اللغات,10,False,True,
language-resource-bbc-learning-english,content-source/_normalized/language/resources/language-resource-bbc-learning-english.json,language_resources,language,resource,draft,بي بي سي لتعلم الإنجليزية,,تعلم اللغات,20,False,True,
language-resource-breaking-news-english,content-source/_normalized/language/resources/language-resource-breaking-news-english.json,language_resources,language,resource,draft,أخبار إنجليزية مبسطة,,تعلم اللغات,30,False,True,
language-resource-british-council,content-source/_normalized/language/resources/language-resource-british-council.json,language_resources,language,resource,draft,المجلس الثقافي البريطاني,,تعلم اللغات,40,False,True,
language-resource-cambridge-dictionary,content-source/_normalized/language/resources/language-resource-cambridge-dictionary.json,language_resources,language,resource,draft,قاموس كامبريدج,,تعلم اللغات,50,False,True,
language-resource-coursera-english,content-source/_normalized/language/resources/language-resource-coursera-english.json,language_resources,language,resource,draft,كورسيرا للإنجليزية,,تعلم اللغات,60,False,True,
language-resource-duolingo,content-source/_normalized/language/resources/language-resource-duolingo.json,language_resources,language,resource,draft,دوولينجو,,تعلم اللغات,70,False,True,
language-resource-elllo,content-source/_normalized/language/resources/language-resource-elllo.json,language_resources,language,resource,draft,مكتبة الاستماع,,تعلم اللغات,80,False,True,
language-resource-english-club,content-source/_normalized/language/resources/language-resource-english-club.json,language_resources,language,resource,draft,نادي الإنجليزية,,تعلم اللغات,90,False,True,
language-resource-engvid,content-source/_normalized/language/resources/language-resource-engvid.json,language_resources,language,resource,draft,إنج فيد,,تعلم اللغات,100,False,True,
language-resource-esl-lab,content-source/_normalized/language/resources/language-resource-esl-lab.json,language_resources,language,resource,draft,مختبر الاستماع,,تعلم اللغات,110,False,True,
language-resource-grammarly,content-source/_normalized/language/resources/language-resource-grammarly.json,language_resources,language,resource,draft,جرامرلي,,تعلم اللغات,120,False,True,
language-resource-memrise,content-source/_normalized/language/resources/language-resource-memrise.json,language_resources,language,resource,draft,ميمرايز,,تعلم اللغات,130,False,True,
language-resource-oxford-learners-dictionaries,content-source/_normalized/language/resources/language-resource-oxford-learners-dictionaries.json,language_resources,language,resource,draft,قواميس أكسفورد,,تعلم اللغات,140,False,True,
language-resource-quizlet,content-source/_normalized/language/resources/language-resource-quizlet.json,language_resources,language,resource,draft,كويزلت,,تعلم اللغات,150,False,True,
language-resource-rachel-english,content-source/_normalized/language/resources/language-resource-rachel-english.json,language_resources,language,resource,draft,راشيل إنجليش,,تعلم اللغات,160,False,True,
language-resource-resource-1,content-source/_normalized/language/resources/language-resource-resource-1.json,language_resources,language,resource,draft,مورد Resource 1,Resource 1,تعلم اللغات,170,False,True,
language-resource-resource-10,content-source/_normalized/language/resources/language-resource-resource-10.json,language_resources,language,resource,draft,مورد Resource 10,Resource 10,تعلم اللغات,180,False,True,
language-resource-resource-2,content-source/_normalized/language/resources/language-resource-resource-2.json,language_resources,language,resource,draft,مورد Resource 2,Resource 2,تعلم اللغات,190,False,True,
language-resource-resource-3,content-source/_normalized/language/resources/language-resource-resource-3.json,language_resources,language,resource,draft,مورد Resource 3,Resource 3,تعلم اللغات,200,False,True,
language-resource-resource-4,content-source/_normalized/language/resources/language-resource-resource-4.json,language_resources,language,resource,draft,مورد Resource 4,Resource 4,تعلم اللغات,210,False,True,
language-resource-resource-5,content-source/_normalized/language/resources/language-resource-resource-5.json,language_resources,language,resource,draft,مورد Resource 5,Resource 5,تعلم اللغات,220,False,True,
language-resource-resource-6,content-source/_normalized/language/resources/language-resource-resource-6.json,language_resources,language,resource,draft,مورد Resource 6,Resource 6,تعلم اللغات,230,False,True,
language-resource-resource-7,content-source/_normalized/language/resources/language-resource-resource-7.json,language_resources,language,resource,draft,مورد Resource 7,Resource 7,تعلم اللغات,240,False,True,
language-resource-resource-8,content-source/_normalized/language/resources/language-resource-resource-8.json,language_resources,language,resource,draft,مورد Resource 8,Resource 8,تعلم اللغات,250,False,True,
language-resource-resource-9,content-source/_normalized/language/resources/language-resource-resource-9.json,language_resources,language,resource,draft,مورد Resource 9,Resource 9,تعلم اللغات,260,False,True,
language-resource-talk-english,content-source/_normalized/language/resources/language-resource-talk-english.json,language_resources,language,resource,draft,تحدث الإنجليزية,,تعلم اللغات,270,False,True,
language-resource-ted-talks,content-source/_normalized/language/resources/language-resource-ted-talks.json,language_resources,language,resource,draft,محادثات تيد,,تعلم اللغات,280,False,True,
language-resource-voa-learning-english,content-source/_normalized/language/resources/language-resource-voa-learning-english.json,language_resources,language,resource,draft,صوت أمريكا - تعلم الإنجليزية,,تعلم اللغات,290,False,True,
language-resource-youglish,content-source/_normalized/language/resources/language-resource-youglish.json,language_resources,language,resource,draft,يوجليش,,تعلم اللغات,300,False,True,
language-lesson-active-vs-passive-listening,content-source/_normalized/language/lessons/language-lesson-active-vs-passive-listening.md,language_lessons,language,lesson,draft,الاستماع النشط مقابل السلبي,Active vs. Passive Listening,تعلم اللغات,10,False,True,
language-lesson-conversation-practice,content-source/_normalized/language/lessons/language-lesson-conversation-practice.md,language_lessons,language,lesson,draft,التدريب الفعال على المحادثة,Effective Conversation Practice,تعلم اللغات,20,False,True,
language-lesson-grammar-in-context-2,content-source/_normalized/language/lessons/language-lesson-grammar-in-context-2.md,language_lessons,language,lesson,draft,تعلم القواعد من السياق,Learning Grammar in Context,تعلم اللغات,30,False,True,
language-lesson-how-to-start-speaking,content-source/_normalized/language/lessons/language-lesson-how-to-start-speaking.md,language_lessons,language,lesson,draft,كيف تبدأ التحدث بثقة,How to Start Speaking with Confidence,تعلم اللغات,40,False,True,
language-lesson-interview-english,content-source/_normalized/language/lessons/language-lesson-interview-english.md,language_lessons,language,lesson,draft,لغة المقابلات الشخصية,English for Job Interviews,تعلم اللغات,50,False,True,
language-lesson-introduction-to-cefr,content-source/_normalized/language/lessons/language-lesson-introduction-to-cefr.md,language_lessons,language,lesson,draft,مقدمة عن مستويات CEFR,Introduction to CEFR Levels,تعلم اللغات,60,False,True,
language-lesson-lesson-1,content-source/_normalized/language/lessons/language-lesson-lesson-1.md,language_lessons,language,lesson,draft,مقدمة إلى مستويات CEFR,Lesson 1,تعلم اللغات,70,False,True,
language-lesson-lesson-2,content-source/_normalized/language/lessons/language-lesson-lesson-2.md,language_lessons,language,lesson,draft,أساسيات المحادثة,Lesson 2,تعلم اللغات,80,False,True,
language-lesson-lesson-3,content-source/_normalized/language/lessons/language-lesson-lesson-3.md,language_lessons,language,lesson,draft,كيف تكتب فقرة إنجليزية واضحة,Lesson 3,تعلم اللغات,90,False,True,
language-lesson-lesson-4,content-source/_normalized/language/lessons/language-lesson-lesson-4.md,language_lessons,language,lesson,draft,تحسين مهارة الاستماع,Lesson 4,تعلم اللغات,100,False,True,
language-lesson-lesson-5,content-source/_normalized/language/lessons/language-lesson-lesson-5.md,language_lessons,language,lesson,draft,نظام فعال لحفظ المفردات,Lesson 5,تعلم اللغات,110,False,True,
language-lesson-lesson-6,content-source/_normalized/language/lessons/language-lesson-lesson-6.md,language_lessons,language,lesson,draft,الذكاء الاصطناعي كمدرب لغوي,Lesson 6,تعلم اللغات,120,False,True,
language-lesson-mastering-shadowing,content-source/_normalized/language/lessons/language-lesson-mastering-shadowing.md,language_lessons,language,lesson,draft,إتقان تقنية التظليل,Mastering the Shadowing Technique,تعلم اللغات,130,False,True,
language-lesson-perfecting-pronunciation,content-source/_normalized/language/lessons/language-lesson-perfecting-pronunciation.md,language_lessons,language,lesson,draft,تحسين النطق والأصوات,Perfecting Pronunciation and Sounds,تعلم اللغات,140,False,True,
language-lesson-self-correction-techniques,content-source/_normalized/language/lessons/language-lesson-self-correction-techniques.md,language_lessons,language,lesson,draft,تقنيات التصحيح الذاتي,Self-Correction Techniques,تعلم اللغات,150,False,True,
language-lesson-stop-translating,content-source/_normalized/language/lessons/language-lesson-stop-translating.md,language_lessons,language,lesson,draft,توقف عن الترجمة في عقلك,Stop Translating in Your Head,تعلم اللغات,160,False,True,
language-lesson-using-ai-coaches,content-source/_normalized/language/lessons/language-lesson-using-ai-coaches.md,language_lessons,language,lesson,draft,استخدام الذكاء الاصطناعي كمدرب,Using AI as a Language Coach,تعلم اللغات,170,False,True,
language-lesson-vocabulary-systems,content-source/_normalized/language/lessons/language-lesson-vocabulary-systems.md,language_lessons,language,lesson,draft,بناء نظام فعال للمفردات,Building an Effective Vocabulary System,تعلم اللغات,180,False,True,
language-lesson-weekly-progress-tracking,content-source/_normalized/language/lessons/language-lesson-weekly-progress-tracking.md,language_lessons,language,lesson,draft,تتبع التقدم الأسبوعي,Weekly Progress Tracking,تعلم اللغات,190,False,True,
language-lesson-writing-clear-paragraphs,content-source/_normalized/language/lessons/language-lesson-writing-clear-paragraphs.md,language_lessons,language,lesson,draft,كتابة فقرات إنجليزية واضحة,Writing Clear English Paragraphs,تعلم اللغات,200,False,True,
